site,habitat,TOM,mean_grain_size,sorting,gravel,sand,silt_clay,moisture_content
Konski,S,2.431777819670285,158.06737513837066,3.7631035614553348,28.649418841310897,64.6957597825027,6.654821376186409,24.886013639999398
Ribka,S,1.1596440249126951,75.84523153201695,1.4675624683495698,4.35922715565669,95.08937187482155,0.5514009695217295,23.834137446359797
Gradina,S,1.1729925862744475,76.4307023458622,1.4911959266776251,8.01507006232697,91.37819842752654,0.60673151014648,22.54383188253255
Konski,Z,2.5247773830541,76.70074065749935,1.848032317422655,10.034944854678225,89.0910208598734,0.874034285448406,25.9072670517239
Ribka,Z,1.54933524632986,75.4168393973221,1.11783771390958,1.3787800092513471,98.09434962489765,0.526870365851002,24.7522243432635
Gradina,Z,1.53604758072535,75.93764756145345,1.4841505282412601,6.23746570442529,91.7668979903876,1.995636305187135,26.8796751898511
