"q.seq","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54"
2.2,7.57790098409282,5.28057441837603,7.16669381864323,5.94221160961429,4.24166860131706,7.03837030763711,4.94876703998392,6.40059486790687,6.216866479594,5.26260654830845,8.82729939072004,7.73703052929581,10.2212636082215,6.65840874951684,7.81636222348304,11.3326699437432,8.78877737822796,7.65804507579335,2.7814896562295,3.02893663767273,2.27912100073821,4.27222346057843,3.98968290862948,3.63931848862324,2.48217900193503,3.18289863164636,4.58882996396003,1.27001498988009,1.51078437652247,1.3848154324007,1.39800734861531,1.8564766443877,1.28976095172025,2.61491736729167,2.65487608559827,2.0599461288752,9.43535404351788,9.9836591432064,6.64504394118258,9.90162551934878,10.6365090583241,12.0104215761239,9.57948345733848,6.90061411019779,3.91821828025929,3.12624020759051,4.37170281570071,4.0924355058823,2.80840205288571,4.70479457715358,2.80066830235777,1.59837100085197,2.83363305264974,4.01030598109656
2.31,7.39289610872063,5.15610306492379,6.95790320345059,5.78974931347642,4.12482060723705,6.87030499605685,4.84190564564871,6.25184547594817,6.05901110200542,5.12874014702286,8.54316748801338,7.53187271011169,9.95733561560183,6.47790940920169,7.66579071780388,11.0994799525175,8.57763691985227,7.49912819126101,2.750281284746,2.97428752209874,2.23420445752505,4.13420186289979,3.90646587263524,3.5381934448418,2.41448691502108,3.10526393604025,4.4251837678964,1.25880847644838,1.49155345002844,1.36941433821163,1.38084663335947,1.81975627814915,1.2775895052361,2.57964195261828,2.58402701365908,2.0305433196748,9.06816808865568,9.67952761620571,6.41136251939132,9.49405547741802,10.2774702737461,11.6276952495009,9.32231522086246,6.64930386789933,3.80222488337785,3.01132430180364,4.22344432601305,3.92132705373724,2.71083266867755,4.48960750447672,2.70430946259894,1.57114587913614,2.74302077611706,3.8887114035294
2.42,7.22632565692113,5.04619663163032,6.77242326057219,5.65524409569087,4.02104404149046,6.71857615216228,4.74752968497363,6.12054409714938,5.91759719763949,5.00730492644449,8.28999121381159,7.34787159233475,9.71604843663011,6.31828797689991,7.53071831626027,10.8896478336077,8.38947429104421,7.35791697752395,2.72348527629937,2.92634723645332,2.19482596383795,4.01315134017328,3.83386773073965,3.44959221442904,2.35615341881341,3.03735916129681,4.28075942312006,1.24932288752321,1.47485821913735,1.35621421403978,1.36633829073004,1.78829960493242,1.26730225763794,2.54822015055449,2.52229256297745,2.00446684722814,8.73899608371724,9.39998269612594,6.20506128414165,9.12820160486267,9.94993946581924,11.2773032383262,9.09204477043824,6.42598113280207,3.70112905187816,2.91392495269365,4.09327771353471,3.77531047906395,2.6286513872394,4.30625985563689,2.62298517295204,1.54819254915577,2.66541778152668,3.78103307676199
2.53,7.07558533095914,4.94860654603117,6.60685779564705,5.53592042917573,3.92830612536958,6.58086036965092,4.66367032271368,6.00376609893877,5.79010848905444,4.89671473217066,8.06357817443145,7.18209722732501,9.4946736901387,6.17635114470139,7.40901154741463,10.7000426051844,8.22107379819483,7.23179723524025,2.70027999272675,2.88393845513085,2.16002908462677,3.90633494432876,3.77010690794086,3.3714331244726,2.30551190329248,2.97749793256604,4.15279630794879,1.24120350437284,1.46025097979691,1.34479572896782,1.35393650359616,1.76109803827321,1.25850838480278,2.52000018250202,2.46814745877158,1.98113501148436,8.44313242327198,9.14246881183943,6.02192266008902,8.79919445615453,9.65048078826522,10.9558231291866,8.88494688086333,6.22668478336486,3.61231844141227,2.83066168835696,3.97839751162824,3.64976548493789,2.55874316466911,4.14894525141637,2.55369590256536,1.52862210704518,2.59844004498252,3.68518302856402
2.64,6.93852502291095,4.86149793109909,6.45839404743582,5.42951060222318,3.84496930111631,6.45524296970401,4.58873234404519,5.8991768458673,5.67450601674871,4.79563863027067,7.86037374553372,7.03209545506159,9.29087736791547,6.04945688155584,7.29887777014179,10.5280217460904,8.06974436598929,7.11861757225753,2.68002595445013,2.84613381235583,2.12906259723544,3.81153542042929,3.71375390457042,3.30204592849847,2.26124394168026,2.92434634023599,4.03897817153242,1.2341833339204,1.44738102699417,1.33483613040208,1.34322921379426,1.73737651499183,1.2509139317234,2.49447059670657,2.42037214710646,1.96010012254526,8.17648564483154,8.90478630906059,5.85850153327844,8.50272142384013,9.37610608938476,10.6602590704789,8.69790560581504,6.04810085373692,3.5337353931008,2.75890330821158,3.87649904802948,3.54104484604806,2.49872535605996,4.01303583497203,2.49413472682024,1.51176557918385,2.54021095432391,3.59945291407153
2.75,6.81335891250739,4.78336377841596,6.32469159394171,5.33415058311622,3.76970229931725,6.34013736217933,4.52141431916013,5.80489893298851,5.56912648586327,4.70295287900419,7.67736018147014,6.89580339370706,9.10266016634574,5.93541505985365,7.1988066601927,10.3713488225476,7.93322531886889,7.01659672358172,2.66222013148297,2.81219576657917,2.10132986839051,3.72694640627178,3.66365344997771,3.24008096812894,2.22229805743171,2.87683995676256,3.93735728516215,1.2280585230477,1.43597013867237,1.32608369235772,1.33390121229574,1.71653183232605,1.24429475201072,2.47122519666512,2.37798270713652,1.94101233158935,7.93550586169029,8.68502436167112,5.71196627520524,8.23498027763946,9.12420585467439,10.3879813179936,8.52830374225869,5.88744718277945,3.46374295798625,2.69658666038412,3.78568137808656,3.44625205514967,2.44675757419521,3.89483374916073,2.44251135581315,1.49711263763992,2.48924207747842,3.52243480209848
2.86,6.69859463280211,4.7129584665102,6.20379345123132,5.24829890496609,3.7014131572589,6.23422132936554,4.46064715399818,5.71941144329106,5.47260375888015,4.61770282674437,7.5119705674837,6.77148049044068,8.92830592639809,5.83240538097403,7.10752179448835,10.2281251671281,7.8096099348935,6.92425100624421,2.64646283081797,2.78153235469582,2.07635194484579,3.65108756000207,3.618865271587,3.18443994495151,2.18782898030414,2.83412210850163,3.84629154845876,1.22267132832258,1.4257950170194,1.31833967463052,1.32570834145514,1.69808886190427,1.23847768857762,2.44993767766216,2.34017852633422,1.92359421664466,7.71711651126976,8.48150891969326,5.579974981685,7.99262998448521,8.89249230855514,10.1366749226979,8.37393345595555,5.74237960078253,3.40102643235002,2.64208154850529,3.70436968528745,3.36307179988174,2.40140434342745,3.79137275193288,2.397423788905,1.48426897106254,2.44434377556778,3.45296003871474
2.97,6.59297737175009,4.64924602042658,6.09405501124125,5.17067327748238,3.63919845560821,6.13638659981177,4.40554660771448,5.64147317251425,5.38380802086854,4.5390725957605,7.36201620618064,6.65765236498223,8.7663375981098,5.73891017068532,7.02394075987522,10.0967334287442,7.69728343972423,6.84033733257192,2.63243344350801,2.75366431566912,2.05374038217131,3.58273835033855,3.57861879273495,3.13422291182666,2.15715194575975,2.795497605194,3.76439255439616,1.21789814685058,1.41667453504398,1.31144539876169,1.31845922878154,1.68166909421792,1.23332731363922,2.43034308059892,2.30630289966779,1.90762269958113,7.51865200976767,8.29276229036784,5.46057888273836,7.7727416503188,8.67895245820561,9.90429631867502,8.23292402060035,5.61091560262514,3.3445203221995,2.5940898444227,3.63125335306676,3.28964085949654,2.36153526091801,3.70026205833412,2.35776422808922,1.47292622279566,2.404557958305,3.3900518765661
3.08,6.49544564210299,4.59135963508478,5.99408720212758,5.10020084483073,3.58230458263034,6.04569883796828,4.35537643301603,5.57006382432983,5.30179845056879,4.46636086815918,7.22562576725551,6.55306508019324,8.61547994152659,5.65365963675654,6.94714236108917,9.97579102309811,7.59487266796913,6.76380825061414,2.61987249105315,2.72820042709656,2.03317705063179,3.52088631607864,3.5422782831273,3.08868746349602,2.12970808015985,2.76039778494049,3.69048280341172,1.21364098667187,1.40846034632049,1.30527285942758,1.31200219125569,1.66696777689304,1.22873646706826,2.41222408049637,2.27581309656072,1.892916020836,7.3378019709462,8.11747162443047,5.35214667021607,7.5727515010155,8.48180920198074,9.68903662004646,8.10368332790756,5.49137218151352,3.2933536630912,2.55156985571951,3.56523653792834,3.22444963497529,2.32625187675059,3.61956435662832,2.32264965962818,1.46284051146334,2.36910724874337,3.3328885812608
3.19,6.40509616094301,4.53856983727807,5.90271093605141,5.03597896456554,3.53009796112145,5.96136579568527,4.30951961686207,5.504338722279,5.22578623601274,4.39896145865424,7.10119451561542,6.45664786770696,8.47462811483441,5.57558740187535,6.87633968768571,9.86411176996323,7.50120512353795,6.69377630052002,2.60856819828305,2.7048188310347,2.01439898479944,3.46468651421326,3.50931588569858,3.04721713580835,2.10503799662912,2.72835390143517,3.62356048838631,1.20982130722863,1.40102987972972,1.29971781261066,1.30621573344977,1.65373710644642,1.22461942209251,2.39540073813177,2.24825741729958,1.87932424422786,7.1725620407478,7.95446416597192,5.25330493415134,7.39041708086096,8.29948895596291,9.48929055318146,7.98485044952943,5.38231511515834,3.24680870239184,2.5136793331513,3.50539866424434,3.16626679764701,2.29483370436402,3.54770084345062,2.29137026397842,1.45381689042902,2.33735632909717,3.28077452553228
3.3,6.321155847191,4.4902593019503,5.81892049709782,4.97724412181156,3.4820419916181,5.88271186705705,4.26745581963447,5.44359373020414,5.15510553803645,4.33634765047327,6.98734204949663,6.36748269061621,8.34282132187668,5.50379442015927,6.81085798803245,9.76067426318914,7.41527560328543,6.62948560939871,2.59834635245376,2.6832527682588,1.9971869116842,3.41342961707883,3.47929060789258,3.00929678785804,2.08276150816673,2.69897670689029,3.56277050829622,1.20637551476694,1.39428104756068,1.29469462238542,1.30100157340821,1.64177373006247,1.22090689010287,2.37972275752354,2.22325745176006,1.8667222535797,7.02119103313239,7.80268761355662,5.16289103093799,7.22377729138325,8.13059454817072,9.30363009294581,7.87525706051262,5.28251751122535,3.20428939479816,2.47973226706067,3.4509627748811,3.11408137196801,2.26669801755716,3.48337733227061,2.26335078008134,1.44569796901728,2.3087823608405,3.23311739385329
3.41,6.24295939174642,4.44590281884839,5.7418540092973,4.92334715803542,3.43767905943544,5.80915767791253,4.22874357710981,5.38723791884294,5.08919058292618,4.27805949883884,6.88287715463477,6.28477932932574,8.21922075629905,5.43751968900444,6.75011647320134,9.664595759446,7.33621890826199,6.57028913257722,2.5890625719671,2.66327958688057,1.98135648516961,3.36651670425789,3.4518318541458,2.97449330681111,2.0625619277543,2.67194067078563,3.50738058798516,1.20325162810755,1.38812820015389,1.29013237272411,1.29627946693881,1.63090934908816,1.21754232775294,2.36506357502413,2.20049424310399,1.85500452763208,6.88217385349806,7.66119433646562,5.07991557863411,7.07111649845872,7.97388238109942,9.13078201521848,7.77389597078397,5.19092584215519,3.16529716846981,2.44916592486182,3.40127009940427,3.06705798681561,2.2413696565208,3.42552667566109,2.2381213430528,1.43835548558203,2.28295219695025,3.18941008281341
