"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"2.97",3.86590550978605,3.53029186633526,3.52454470374026,3.94180594453383,4.18978449257427,2.08802326299541,2.45497752414686,3.58127351242308,5.67549647985188,4.48543612288968,8.05725294470975,5.16648789377307,3.92716604987631,4.48271734552833,3.50525215878045,4.35512469943924,3.07205864034308,2.16728589683127,4.55929691110585,1.94488835908243,5.3202335124967,3.65530875685864,2.04901864038517,6.49244684560887,4.72763549626205,3.98196495906907,4.36453888022317,7.21150023242434,3.88506302773831,3.20123496356807,4.14666192484887,3.60843505991128
"3.08",3.80772829438506,3.46682053839775,3.49218032878158,3.88734147892674,4.12486219056972,2.06224707076672,2.41782911219237,3.51509945891311,5.60960623851765,4.42404406656031,7.96170284007103,5.09517263583515,3.88238433325413,4.40891638841907,3.45475313661678,4.30184139504328,3.0349614684212,2.14168265792076,4.48858446994078,1.92433523628331,5.25241458403885,3.5996166998408,2.02465020277705,6.40697035406141,4.66090212911265,3.92322893719186,4.30247169457162,7.14532635847367,3.84492914118368,3.16126744440403,4.11501764889577,3.55455614246058
"3.19",3.75427177770807,3.40933485799309,3.4628988936754,3.83758422379412,4.06552564680696,2.03909169460642,2.38458452448238,3.45510058904524,5.54835345076812,4.3669829677845,7.87252871141184,5.0286930818524,3.84205446489078,4.34164176148211,3.40865587640109,4.25324339462063,3.00091524427009,2.11848052130973,4.42300777561279,1.90574373419013,5.19035696705531,3.54848660968041,2.00272352510205,6.32741971104202,4.59972008602298,3.86918417061812,4.24499489589632,7.08444827392886,3.80757155018932,3.12438377425257,4.08525628855429,3.50473894057038
"3.3",3.70498867553903,3.35707170426159,3.43630409470578,3.79195220520654,4.01109779692427,2.01819713605261,2.3546880214103,3.40051926692024,5.49125560101788,4.31380697383917,7.78907178368473,4.96657809353936,3.80557602724808,4.28008365033605,3.36640690564093,4.20874852290347,2.96954557899434,2.0973704043359,4.36204611214531,1.888858336629,5.13338673942355,3.50140138643523,1.98290730243282,6.25316245850918,4.54342598552034,3.81928295906752,4.1916005274354,7.02822938694483,3.77269454387052,3.09024875940231,4.05716880559971,3.4585763021605
"3.41",3.65941304890755,3.30938659464788,3.41206145577943,3.7499518984258,3.96100207056339,1.99926339970964,2.32767980949891,3.35070855788767,5.43789401218889,4.2641323531588,7.71076290352015,4.90841732537229,3.77244633386416,4.22355496908154,3.32754043411542,4.16786497353777,2.9405380135488,2.07809296192351,4.30524865366609,1.87346484473351,5.0809270886649,3.45791807686585,1.96492510108618,6.18365443802325,4.49145568176411,3.77306130141713,4.14185725928804,6.97613038910962,3.74004533243899,3.05857320686799,4.03057931783459,3.41571286547049
"3.52",3.61714598465176,3.2657325129158,3.38988723222238,3.71116282853906,3.91474546176576,1.98203897082327,2.3031770535422,3.30511396726243,5.38790387817568,4.21762653894579,7.63710788845267,4.8538513324517,3.74224226403198,4.17147018466382,3.29166215646046,4.13017475593918,2.91362655922105,2.06042909017237,4.25222262460955,1.85938246914994,5.03248204573036,3.41765508374062,1.94854480748312,6.11842518213203,4.44332686282214,3.73012353911347,4.09539613559051,6.92769169513256,3.70940634013463,3.02910646633187,4.00533880214302,3.37583684360985
"3.63",3.57784410389428,3.22564289936621,3.36953953153924,3.67522513226263,3.87190469103554,1.96631176822144,2.28085905390124,3.26325845769777,5.34096605382428,4.17399946499643,7.56767560466683,4.80256361868648,3.7146058294402,4.12332813958869,3.25843640085389,4.09532058247024,2.88858472458766,2.04419250258976,4.20262384682658,1.8464576580709,4.98762327766407,3.38028193720453,1.9335703645776,6.05706602116921,4.39862509305672,3.69013019166294,4.05189934403045,6.882519451296,3.68058908469504,3.00163034287012,3.98132013768419,3.33867338202631
"3.74",3.5412102924851,3.18871792909631,3.35081116922675,3.64182946724562,3.83211486897455,1.95190198938743,2.26045559892212,3.22473012420326,5.29680026417873,4.13299665415517,7.50208821390421,4.7542741892745,3.68923264389169,4.07869807016886,3.22757586922867,4.06299540850951,2.86521843452859,2.02922387620062,4.15614913105974,1.83455923464646,4.94597930846694,3.34551105004908,1.91983524798389,5.99922035622127,4.35699254998477,3.65278825791073,4.01109130883836,6.84027432189938,3.65342928698058,2.97595410285096,3.95841417759965,3.30397914291612
"3.85",3.50698618549529,3.15461339521593,3.33352388969699,3.61070878948655,3.79506018439403,1.93865641280388,2.2417377531149,3.18917202570856,5.25515946364698,4.09439365751741,7.44001315329797,4.70873427843969,3.66586266282823,4.03720818422019,3.19883339710178,4.03293403200505,2.84336040065522,2.01538619752102,4.11253010399583,1.82357453227543,4.90722667734092,3.31309102179999,1.90719727655407,5.94457566721319,4.31811888193754,3.6178434339416,3.97273158090193,6.80066244996658,3.62778293939229,2.95191035592202,3.93652661574729,3.2715378539773
"3.96",3.47494604290992,3.12303166274416,3.31752366694164,3.58163162335218,3.76046623251948,1.92644383087195,2.22451052576145,3.15627376957421,5.2158251302315,4.05799154302852,7.38115650650292,4.66572200273789,3.64427270670677,3.99853629428034,3.17199529696711,4.00490630256027,2.82286561374271,2.00256103355189,4.07152816097037,1.8134062977766,4.87108265059857,3.28280116165012,1.8955344549614,5.89285691670183,4.28173374497151,3.58507382994574,3.936609126159,6.76342812899677,3.60352312549639,2.92935164262154,3.91557547217911,3.24115662102283
"4.07",3.4448917339248,3.09371427453482,3.30267686371133,3.55439652911447,3.72809367414965,1.9151513661365,2.2086070003582,3.12576452413634,5.17860332304011,4.02361320592331,7.32525749739732,4.62503874929202,3.62427039356986,3.96240210672799,3.14687595078309,3.97871159672796,2.80360770992768,1.99064552182115,4.03293030784961,1.80397019085779,4.83729918581624,3.25444697802565,1.88474162062187,5.84382108115923,4.2476006771973,3.55428486653881,3.90253770825915,6.72834782854895,3.58053743131848,2.90814759315473,3.89548906329617,3.21266285043235
"4.18",3.41664860879312,3.06643588036448,3.28886707684164,3.52882753530337,3.69773297727025,1.90468148229603,2.19388360594118,3.09740719758011,5.14332136534432,3.99110032794148,7.27208389402125,4.58650615242863,3.60568919055588,3.9285608493361,3.12331339346154,3.95417429588652,2.78547602216298,1.97954992379159,3.99654571048255,1.79519275062334,4.80565791028781,3.22785644051489,1.87472772215496,5.79725259698334,4.21551204434904,3.52530510466707,3.87035213244795,6.69522529679591,3.55872582512871,2.88818255078396,3.87620435400949,3.18590166232841
"4.29",3.3900620845481,3.04099923008006,3.27599253374408,3.5047703516784,3.66920004127634,1.89494954524656,2.18021628637317,3.07099357208265,5.10982504240478,3.96031085273864,7.22142815419295,4.54996354529047,3.58838435837232,3.89679798446846,3.10116568701762,3.9311400629887,2.76837317272822,1.96919562299435,3.96220281133011,1.78700973083613,4.7759659250143,3.20287686337455,1.86541359719066,5.75295955179998,4.1852848481372,3.49798281879041,3.83990517104349,6.66388752436354,3.5379989101711,2.86935357499472,3.85766561275812,3.16073370172154
"4.4",3.3649948075553,3.01723102599192,3.26396393382568,3.48208921644787,3.64233254289379,1.88588182225332,2.16749737993289,3.04634022270124,5.07797622465357,3.93111687518026,7.17310417836914,4.51526579796793,3.57222961192552,3.86692480607292,3.08030792896824,3.90947275978453,2.75221309571323,1.95951347676304,3.92974690401635,1.77936472854436,4.74805228373859,3.17937229270271,1.8567301476285,5.71077048558383,4.156757233209,3.4721831651927,3.81106503131144,6.63418140057932,3.51827647588096,2.85156875656373,3.83982330798455,3.13703327487612
"4.51",3.34132428428154,2.99497847203501,3.25270265080787,3.46066426095885,3.61698687401591,1.87741383216501,2.15563306397544,3.02328508292699,5.04765084380642,3.90340286498284,7.12694456202734,4.48228147263134,3.55711435808928,3.83877475880899,3.06062977217063,3.88905188059217,2.73691940332876,1.95044245104718,3.89903808020811,1.77220804776146,4.72176502646484,3.15722130440053,1.84861683324162,5.67053169284555,4.12978556270398,3.44778582943362,3.78371325732456,6.60597092923845,3.49948628930027,2.83474578996747,3.82263319815088,3.11468675342483
"4.62",3.31894089383051,2.97410639032563,3.24213922915572,3.44038929831647,3.5930355665499,1.86948897847075,2.14454125161676,3.00168454481379,5.01873716301092,3.87706416242005,7.08279826084901,4.45089124059967,3.54294140077439,3.81220034940875,3.04203335914916,3.86977040507304,2.72242402880638,1.94192848333326,3.8699494813182,1.765495752742,4.69696867041933,3.13631513924439,1.8410204217876,5.63210493822854,4.1042419588933,3.42468306163611,3.75774298094335,6.57913489879205,3.48156308084538,2.81881075906226,3.80605557768851,3.09359120049163
"4.73",3.29774621314316,2.95449480170449,3.23221212127704,3.42116996070084,3.57036511926735,1.86205741146542,2.13414985194884,2.98141100244192,4.99113429295316,3.85200569696859,7.04052859856573,4.42098651738418,3.52962502610023,3.78707054553462,3.02443159396529,3.85153299277917,2.70866609308254,1.93392353052397,3.84236580143693,1.75918887515298,4.67354207997787,3.11655611622085,1.83389394697039,5.59536551457992,4.08001222606297,3.40277802734362,3.73305745516539,6.5535649234354,3.46444768819996,2.80369710027536,3.79005464920437,3.07365318215165
"4.84",3.27765159939466,2.93603688728534,3.22286662269205,3.40292212463255,3.54887415759028,1.85507507694031,2.12439532413091,2.96235076423264,4.96475091451904,3.82814088986969,7.00001156048382,4.39246828033356,3.51708939811743,3.76326857739247,3.00774669025122,3.83425445797067,2.69559095354904,1.92638476768083,3.81618199865919,1.75325274690476,4.65137665181503,3.09785627681303,1.82719583573173,5.56020058586245,4.05699408900961,3.38198341645144,3.70956881708453,6.52916378839807,3.44808632957209,2.78934471415607,3.77459799840363,3.05478773461108
"4.95",3.2585769848786,2.91863726415823,3.21405397067538,3.3855705749372,3.52847187003135,1.84850291746562,2.1152214702362,2.94440227312874,4.93950417558612,3.80539070938897,6.96113432618202,4.3652460401973,3.50526720935339,3.74069007329254,2.99190894620399,3.81785847545257,2.68314940172197,1.91927391051739,3.79130218035105,1.74765643616177,4.63037476327142,3.08013622196277,1.82088917419248,5.52650776789827,4.03509569329375,3.36222026423415,3.68719703856438,6.50584404591816,3.43242998337245,2.77569920141748,3.759656152963,3.03691746301559
"5.06",3.24044984819212,2.9022105211768,3.2057305784401,3.36904786732519,3.50907667528784,1.84230619908113,2.10657842300929,2.92747458455663,4.91531873515899,3.78368285363301,6.92379400326284,4.33923694317533,3.4940985413276,3.71924147309042,2.97685570691006,3.80227647777757,2.67129698334476,1.91255663995057,3.76763863445994,1.74237226852235,4.61044844133576,3.06332411055723,1.81494108767249,5.4941939084515,4.01423432351703,3.34341694751974,3.66586903119989,6.48352681875799,3.41743385592446,2.76271120383991,3.74520221032378,3.01997175215268
"5.17",3.22320433231546,2.88667997092346,3.19785738215305,3.35329335683716,3.49061508227491,1.83645394150807,2.09842179348161,2.9114860609108,4.89212593263105,3.76295104053902,6.88789653077819,4.31436498417365,3.48352989878085,3.69883867365841,2.96253048193524,3.78744671172029,2.65999341965125,1.90620211125289,3.7451109841412,1.73737541885221,4.59151821719917,3.04735479394248,1.80932221500401,5.46317403501048,3.99433530394707,3.32550832617423,3.64551787877405,6.46214077632154,3.40305692239463,2.75033583382623,3.73121152230985,3.00388607277292
"5.28",3.20678048559202,2.87197658205957,3.19039928223768,3.33825236529622,3.47302071207961,1.8309184341749,2.09071195028595,2.89636324846785,4.86986306367422,3.7431343884069,6.85335572639107,4.29056031529419,3.47351338818721,3.67940586876261,2.94888219212221,3.77331342791453,2.64920211261191,1.90018253367715,3.72364544707064,1.73264356200663,4.57351213744608,3.03216906548215,1.80400626112627,5.4333704441656,3.97533105225873,3.30843500569126,3.62608217563239,6.44162125494958,3.38926152895494,2.73853217916934,3.71766142679498,2.98860137002078
"5.39",3.19112360595382,2.85803806276849,3.18332466376127,3.32387546565771,3.45623345624275,1.82567482366548,2.08341340794141,2.88203990847183,4.84847274729645,3.72417687332025,6.82009245574605,4.26775863624225,3.46400601656016,3.66087455236222,2.93586452432944,3.75982618231065,2.63888972022453,1.89447280905827,3.70317418407973,1.72815657285484,4.55636490789937,3.01771300780654,1.79896961493894,5.40471191096638,3.95716026233971,3.29214270116101,3.60750545351699,6.42190949916657,3.37601304642579,2.72726287184465,3.70453101848464,2.97406352269181
