station,month,year,habitat,TOM,moisture_content,mean_grain_size,sorting,gravel,sand,silt_clay,Cu,Pb,Zn,Cd,Mn,Fe,Ni
Poda,6,2013,Z,2.14006836751825,27.0986079994343,74.4417916898286,1.33940170495891,2.71986628927338,88.8531863384479,8.42694737227874,17.223,5.712,27.241,1.23,194.025,6604.657,8.787
Poda,7,2014,Z,2.12001644415385,26.6138779321453,73.867,1.431,2.05432321551399,86.5665441324525,11.3791326520335,17.223,5.712,27.241,1.23,194.025,6604.657,8.787
Otmanli,6,2013,Z,1.89194786456996,28.2870759081137,74.9016184951695,2.12838646494149,5.41443658991373,86.5990965503351,7.98646685975122,24.713,9.341,893.266,8.746,467.192,893.983,12.464
Otmanli,7,2014,Z,2.37457945014713,24.9032356740003,75.6837698692178,1.82153073973718,6.14208725097353,90.2937128217389,3.56419992728754,24.713,9.341,893.266,8.746,467.192,893.983,12.464
Vromos,7,2014,Z,2.69549386030184,25.1337691663202,75.1395536632448,1.11953496579585,1.03577240140841,96.7752654056446,2.18896219294698,420.32,25.647,532.874,7.314,634.703,9459.665,12.861
Gradina,6,2013,Z,1.37434206383164,25.6023883749099,75.0472827168877,1.12107972860258,1.29712970109849,95.6077241831097,3.09514611579178,9.771,19.008,109.008,0.96,294.58,1261.069,3.511
Gradina,7,2014,Z,1.25879856301933,25.3521969750612,75.2980615116304,1.11914089409676,1.45617866440535,97.0779492053657,1.46587213022893,9.771,19.008,109.008,0.96,294.58,1261.069,3.511
Ropotamo,6,2013,Z,2.10201802782606,26.6941981159787,218.894656036131,4.09868516965907,16.5581713658243,80.6619253170492,2.77990331712649,20.736,46.318,719.961,5.355,770.543,13573.643,8.527
